,Make,Model,Year,Distance,Engine_capacity(cm3),Price(euro),Vehicle_age,Distance_per_age,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal,Fuel_type_Diesel,Fuel_type_Hybrid,Fuel_type_Metan/Propan,Fuel_type_Petrol,Fuel_type_Plug-in Hybrid,Transmission_Automatic,Transmission_Manual,Distance_per_year,Vehicle_age_sq,Log_Distance,Log_Vehicle_age,Engine_sq,Log_Engine,Age_x_Distance,Age_x_Engine,Distance_x_Engine,Distance_per_engine,Engine_per_age
25930,0.0004821910762504822,0.0003536067892503536,2008,100000,1500,1000,18,5556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5263.1578947368425,324,11.51293546492023,2.9444389791664403,2250000,7.313886831633462,1800000,27000,150000000,66.62225183211193,78.94736842105263
25931,0.04722257940079722,0.003825382538253825,2012,143058,1500,6500,14,10218,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9537.2,196,11.87101241156385,2.70805020110221,2250000,7.313886831633462,2002812,21000,214587000,95.30846102598268,100.0
25932,0.010511765462260512,0.0007715057220007715,2010,210000,1600,6000,16,13125,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,12352.941176470587,256,12.25486757159303,2.833213344056216,2560000,7.3783837129967145,3360000,25600,336000000,131.16801998750782,94.11764705882354
25934,0.07191076250482191,0.029895846727529894,2001,213000,2700,2700,25,8520,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8192.307692307691,625,12.269052139516223,3.258096538021482,7290000,7.901377353792616,5325000,67500,575100000,78.85968159940762,103.84615384615384
25935,0.11887617333161887,0.008454416870258455,2012,245000,2000,8450,14,17500,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,16333.333333333334,196,12.409017571151187,2.70805020110221,4000000,7.601402334583733,3430000,28000,490000000,122.43878060969516,133.33333333333334
25936,0.05210878230680211,0.02729201491577729,2002,394256,2500,6500,24,16427,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,15770.24,576,12.884758259899115,3.2188758248682006,6250000,7.824445930877619,9462144,60000,985640000,157.63934426229508,100.0
25937,0.016362350520766362,0.0003536067892503536,2005,140000,1596,1700,21,6667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6363.636363636364,441,11.849404844423074,3.091042453358316,2547216,7.3758821482150125,2940000,33516,223440000,87.66437069505322,72.54545454545455
25938,0.016362350520766362,0.0021216407355021216,1989,137500,1500,9000,37,3716,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3618.4210526315787,1369,11.83138646878959,3.6375861597263857,2250000,7.313886831633462,5087500,55500,206250000,91.60559626915389,39.473684210526315
25939,0.08303330333033303,0.012504821910762505,2012,20016,1500,6950,14,1430,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1334.4,196,9.904337191490706,2.70805020110221,2250000,7.313886831633462,280224,21000,30024000,13.335109926715523,100.0
25940,0.0005464832197505465,0.0005143371480005143,2011,300000,2400,5000,15,20000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,18750.0,225,12.611541086966115,2.772588722239781,5760000,7.783640596221253,4500000,36000,720000000,124.94793835901707,150.0
25941,0.038253825382538256,0.008357978655008359,2008,199680,2200,7700,18,11093,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10509.473684210527,324,12.20447637216348,2.9444389791664403,4840000,7.696667081526462,3594240,39600,439296000,90.72239890958654,115.78947368421052
25942,0.06882473961681883,0.003278899318503279,2005,1111,1700,2400,21,53,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,50.5,441,7.013915474810528,3.091042453358316,2890000,7.438971592395862,23331,35700,1888700,0.6531452087007642,77.27272727272727
25943,0.05210878230680211,0.014755046933264754,1994,320000,1800,2000,32,10000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,9696.969696969696,1024,12.676079399771027,3.4965075614664802,3240000,7.496097345175956,10240000,57600,576000000,177.6790671848973,54.54545454545455
25944,0.05799151343705799,0.014883631220264884,2011,280000,1600,7500,15,18667,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,17500.0,225,12.54254845357358,2.772588722239781,2560000,7.3783837129967145,4200000,24000,448000000,174.89069331667707,100.0
25945,0.06882473961681883,0.009997428314259997,1994,200000,1800,1200,32,6250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6060.606060606061,1024,12.206077645517674,3.4965075614664802,3240000,7.496097345175956,6400000,57600,360000000,111.0494169905608,54.54545454545455
25947,0.08303330333033303,0.029670824225279672,2012,200000,1500,6100,14,14286,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,13333.333333333334,196,12.206077645517674,2.70805020110221,2250000,7.313886831633462,2800000,21000,300000000,133.24450366422386,100.0
25948,0.031985341391281986,0.013662080493763662,2011,198000,2200,12850,15,13200,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,12375.0,225,12.19602736016897,2.772588722239781,4840000,7.696667081526462,2970000,33000,435600000,89.95910949568378,137.5
25949,0.08303330333033303,0.012504821910762505,2016,117100,1495,10500,10,11710,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10645.454545454546,100,11.670792089258995,2.3978952727983707,2235025,7.310550158534422,1171000,14950,175064500,78.27540106951872,135.9090909090909
25951,0.04162916291629163,0.013662080493763662,2005,121212,2000,5000,21,5772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5509.636363636364,441,11.705304607591403,3.091042453358316,4000000,7.601402334583733,2545452,42000,242424000,60.57571214392804,90.9090909090909
25952,0.11887617333161887,0.032306802108782305,2005,182737,2000,4000,21,8702,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8306.227272727272,441,12.115808711981392,3.091042453358316,4000000,7.601402334583733,3837477,42000,365474000,91.32283858070964,90.9090909090909
25953,0.016362350520766362,0.0009000900090009,2005,123000,1500,1500,21,5857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,5590.909090909091,441,11.719947764402807,3.091042453358316,2250000,7.313886831633462,2583000,31500,184500000,81.94536975349767,68.18181818181819
25954,0.07191076250482191,0.003278899318503279,1994,359780,1998,4100,32,11243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10902.424242424242,1024,12.793250791989161,3.4965075614664802,3992004,7.6004023345004,11512960,63936,718840440,179.9799899949975,60.54545454545455
25955,0.11887617333161887,0.006107753632506108,2003,173000,1400,3000,23,7522,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7208.333333333333,529,12.06105265381003,3.1780538303479458,1960000,7.244941546337007,3979000,32200,242200000,123.48322626695217,58.333333333333336
25956,0.04162916291629163,0.011765462260511766,1997,250000,1900,11500,29,8621,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8333.333333333334,841,12.429220196836383,3.4011973816621555,3610000,7.550135342488429,7250000,55100,475000000,131.5097317201473,63.333333333333336
25957,0.08303330333033303,0.0006750675067506751,1990,59863,1900,1200,36,1663,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1617.918918918919,1296,10.999830601760195,3.6109179126442243,3610000,7.550135342488429,2155068,68400,113739700,31.49026827985271,51.351351351351354
25958,0.04162916291629163,0.00032146071750032145,2005,222111,2500,3700,21,10577,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10095.954545454546,441,12.31093703813931,3.091042453358316,6250000,7.824445930877619,4664331,52500,555277500,88.80887644942023,113.63636363636364
25959,0.05799151343705799,0.020959238781020958,2009,190000,1400,3000,17,11176,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10555.555555555555,289,12.154784614286667,2.8903717578961645,1960000,7.244941546337007,3230000,23800,266000000,135.61741613133475,77.77777777777777
25960,0.07191076250482191,0.003246753246753247,2008,250000,1500,3999,18,13889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13157.894736842105,324,12.429220196836383,2.9444389791664403,2250000,7.313886831633462,4500000,27000,375000000,166.55562958027983,78.94736842105263
25962,0.04722257940079722,0.004371865758004372,2013,62514,1200,4200,13,4809,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4465.285714285715,169,11.0431618069291,2.6390573296152584,1440000,7.0909098220799835,812682,15600,75016800,52.05162364696086,85.71428571428571
25963,0.04722257940079722,0.008711585444258712,2014,174154,900,5100,12,14513,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,13396.461538461539,144,12.067700986263421,2.5649493574615367,810000,6.803505257608338,2089848,10800,156738600,193.2896781354051,69.23076923076923
25964,0.010511765462260512,0.0022502250225022503,2002,187000,1900,2700,24,7792,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7480.0,576,12.138869243416009,3.2188758248682006,3610000,7.550135342488429,4488000,45600,355300000,98.36927932667017,76.0
25965,0.046001028674296,0.008679439372508679,2008,312000,1600,4000,18,17333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,16421.052631578947,324,12.650761671914688,2.9444389791664403,2560000,7.3783837129967145,5616000,28800,499200000,194.8782011242973,84.21052631578948
25967,0.016362350520766362,0.0018323260897518323,1995,37000,1500,1000,31,1194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1156.25,961,10.518700218288165,3.4657359027997265,2250000,7.313886831633462,1147000,46500,55500000,24.65023317788141,46.875
25968,0.11887617333161887,0.032306802108782305,2001,230000,1600,3399,25,9200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,8846.153846153846,625,12.345838935721968,3.258096538021482,2560000,7.3783837129967145,5750000,40000,368000000,143.66021236727045,61.53846153846154
25969,0.031985341391281986,0.006847113282756847,1995,12345,1500,1900,31,398,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,385.78125,961,9.421087402953841,3.4657359027997265,2250000,7.313886831633462,382695,46500,18517500,8.224516988674218,46.875
25970,0.016362350520766362,0.002603831811752604,2009,190000,1700,2950,17,11176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,10555.555555555555,289,12.154784614286667,2.8903717578961645,2890000,7.438971592395862,3230000,28900,323000000,111.69900058788947,94.44444444444444
25972,0.06882473961681883,0.030442329947280442,2001,278000,1600,3200,25,11120,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10692.307692307691,625,12.535379989788607,3.258096538021482,2560000,7.3783837129967145,6950000,40000,444800000,173.6414740787008,61.53846153846154
25974,0.05799151343705799,0.014883631220264884,2010,145000,1400,6650,16,9062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,8529.411764705883,256,11.884495917930655,2.833213344056216,1960000,7.244941546337007,2320000,22400,203000000,103.49750178443969,82.3529411764706
25976,0.07191076250482191,0.029895846727529894,2015,125000,2200,20800,11,11364,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,10416.666666666666,121,11.736077016252437,2.4849066497880004,4840000,7.696667081526462,1375000,24200,275000000,56.792367105860976,183.33333333333334
25977,0.07191076250482191,0.029895846727529894,2004,230000,2200,7300,22,10455,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,10000.0,484,12.345838935721968,3.1354942159291497,4840000,7.696667081526462,5060000,48400,506000000,104.49795547478419,95.65217391304348
25981,0.016362350520766362,0.0004178989327504179,2010,140000,1600,3000,16,8750,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8235.29411764706,256,11.849404844423074,2.833213344056216,2560000,7.3783837129967145,2240000,25600,224000000,87.44534665833854,94.11764705882354
25982,0.10084222707985084,0.0010286742960010286,2012,233000,1790,9200,14,16643,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,15533.333333333334,196,12.358798024384122,2.70805020110221,3204100,7.490529402060711,3262000,25060,417070000,130.09491903964266,119.33333333333333
25983,0.016362350520766362,0.002603831811752604,2002,150000,1700,3600,24,6250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,6000.0,576,11.918397239722838,3.2188758248682006,2890000,7.438971592395862,3600000,40800,255000000,88.18342151675485,68.0
25984,0.05799151343705799,0.014883631220264884,2005,11111,1198,2900,21,529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,505.04545454545456,441,9.31578088443418,3.091042453358316,1435204,7.089243155027514,233331,25158,13310978,9.266889074228525,54.45454545454545
25985,0.11887617333161887,0.02725986884402726,1995,250000,2000,3500,31,8065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7812.5,961,12.429220196836383,3.4657359027997265,4000000,7.601402334583733,7750000,62000,500000000,124.9375312343828,62.5
25986,0.07191076250482191,0.029895846727529894,2011,180000,1800,10199,15,12000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,11250.0,225,12.100717685412471,2.772588722239781,3240000,7.496097345175956,2700000,27000,324000000,99.94447529150472,112.5
25988,0.031985341391281986,0.013662080493763662,2008,230000,2000,10000,18,12778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12105.263157894737,324,12.345838935721968,2.9444389791664403,4000000,7.601402334583733,4140000,36000,460000000,114.94252873563218,105.26315789473684
25989,0.10084222707985084,0.021023530924521024,2007,294000,1364,5900,19,15474,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14700.0,361,12.591338447675579,2.995732273553991,1860496,7.21890970761906,5586000,25916,401016000,215.3846153846154,68.2
25990,0.014787193005014788,0.001092966439501093,2005,250000,1800,3490,21,11905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,11363.636363636364,441,12.429220196836383,3.091042453358316,3240000,7.496097345175956,5250000,37800,450000000,138.811771238201,81.81818181818181
25991,0.06882473961681883,0.000867943937250868,2006,248000,2000,4999,20,12400,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11809.52380952381,400,12.421188057397055,3.044522437723423,4000000,7.601402334583733,4960000,40000,496000000,123.93803098450775,95.23809523809524
25992,0.046001028674296,0.0025073935965025072,2017,174000,1500,17300,9,19333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17400.0,81,12.066816325306588,2.302585092994046,2250000,7.313886831633462,1566000,13500,261000000,115.92271818787475,150.0
25993,0.08303330333033303,0.012504821910762505,2009,223000,1500,5100,17,13118,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,12388.888888888889,289,12.314931534737134,2.8903717578961645,2250000,7.313886831633462,3791000,25500,334500000,148.5676215856096,83.33333333333333
25994,0.10084222707985084,0.0047897646907547895,2005,170000,2400,5000,21,8095,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7727.272727272727,441,12.04355959836804,3.091042453358316,5760000,7.783640596221253,3570000,50400,408000000,70.80383173677635,109.0909090909091
25995,0.06882473961681883,0.0005143371480005143,2007,205000,1990,7600,19,10789,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10250.0,361,12.230770136157428,2.995732273553991,3960100,7.596392304064196,3895000,37810,407950000,102.9633350075339,99.5
25996,0.016362350520766362,0.00045004500450045,1991,30503,1000,10000,35,872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,847.3055555555555,1225,10.3256131015374,3.58351893845611,1000000,6.90875477931522,1067605,35000,30503000,30.47252747252747,27.77777777777778
25997,0.10084222707985084,0.0047897646907547895,2012,88000,2500,12200,14,6286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5866.666666666667,196,11.385103457032141,2.70805020110221,6250000,7.824445930877619,1232000,35000,220000000,35.1859256297481,166.66666666666666
25998,0.08303330333033303,0.029670824225279672,2009,189000,1500,5300,17,11118,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10500.0,289,12.149507585033072,2.8903717578961645,2250000,7.313886831633462,3213000,25500,283500000,125.91605596269154,83.33333333333333
26000,0.016362350520766362,0.0022502250225022503,2001,256849,1600,1200,25,10274,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9878.807692307691,625,12.456247535895415,3.258096538021482,2560000,7.3783837129967145,6421225,40000,410958400,160.43035602748282,61.53846153846154
26001,0.07191076250482191,0.003246753246753247,2006,230000,2000,3551,20,11500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10952.380952380952,400,12.345838935721968,3.044522437723423,4000000,7.601402334583733,4600000,40000,460000000,114.94252873563218,95.23809523809524
26002,0.04162916291629163,0.003053876816253054,1993,400000,2000,1800,33,12121,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,11764.70588235294,1089,12.899222326086994,3.5263605246161616,4000000,7.601402334583733,13200000,66000,800000000,199.9000499750125,58.8235294117647
26003,0.05210878230680211,0.02729201491577729,2004,5000,2500,7500,22,227,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,217.3913043478261,484,8.517393171418904,3.1354942159291497,6250000,7.824445930877619,110000,55000,12500000,1.9992003198720512,108.69565217391305
26005,0.016362350520766362,0.0008357978655008358,1994,68000,1500,7000,32,2125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2060.6060606060605,1024,11.127277689932466,3.4965075614664802,2250000,7.313886831633462,2176000,48000,102000000,45.303131245836106,45.45454545454545
26006,0.04722257940079722,0.004371865758004372,2011,260000,1200,3600,15,17333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16250.0,225,12.468440756144114,2.772588722239781,1440000,7.0909098220799835,3900000,18000,312000000,216.48626144879267,75.0
26007,0.038253825382538256,0.008357978655008359,2014,98000,2000,15000,12,8167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7538.461538461538,144,11.49273296168228,2.5649493574615367,4000000,7.601402334583733,1176000,24000,196000000,48.97551224387806,153.84615384615384
26008,0.11887617333161887,0.02725986884402726,2001,340000,1900,3000,25,13600,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13076.923076923076,625,12.73670383776449,3.258096538021482,3610000,7.550135342488429,8500000,47500,646000000,178.8532351394003,73.07692307692308
26009,0.06882473961681883,0.030442329947280442,2012,174000,1300,6700,14,12429,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,11600.0,196,12.066816325306588,2.70805020110221,1690000,7.170888478512505,2436000,18200,226200000,133.74327440430437,86.66666666666667
26010,0.11887617333161887,0.032306802108782305,2000,30000,1600,3200,26,1154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1111.111111111111,676,10.308985993422082,3.295836866004329,2560000,7.3783837129967145,780000,41600,48000000,18.738288569643974,59.25925925925926
26011,0.11887617333161887,0.032306802108782305,1991,337000,1800,1200,35,9629,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9361.111111111111,1225,12.727841176689147,3.58351893845611,3240000,7.496097345175956,11795000,63000,606600000,187.11826762909496,50.0
26012,0.04162916291629163,0.013662080493763662,2003,280000,1900,1950,23,12174,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,11666.666666666666,529,12.54254845357358,3.1780538303479458,3610000,7.550135342488429,6440000,43700,532000000,147.29089952656497,79.16666666666667
26013,0.07191076250482191,0.0016073035875016073,2007,183970,2200,10000,19,9683,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,9198.5,361,12.122533415473915,2.995732273553991,4840000,7.696667081526462,3495430,41800,404734000,83.58473421172195,110.0
26015,0.031985341391281986,0.006654236852256654,1996,250000,2000,1200,30,8333,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8064.5161290322585,900,12.429220196836383,3.4339872044851463,4000000,7.601402334583733,7500000,60000,500000000,124.9375312343828,64.51612903225806
26016,0.11887617333161887,0.02725986884402726,2008,153000,1400,6500,18,8500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,8052.631578947368,324,11.938199736300925,2.9444389791664403,1960000,7.244941546337007,2754000,25200,214200000,109.20770877944325,73.6842105263158
26017,0.11887617333161887,0.032306802108782305,2006,217000,1800,1999,20,10850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10333.333333333334,400,12.28765724080691,3.044522437723423,3240000,7.496097345175956,4340000,36000,390600000,120.48861743475847,85.71428571428571
26021,0.016362350520766362,0.0021216407355021216,1991,180000,1300,4000,35,5143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5000.0,1225,12.100717685412471,3.58351893845611,1690000,7.170888478512505,6300000,45500,234000000,138.35511145272866,36.111111111111114
26023,0.07191076250482191,0.00025716857400025716,2003,280000,1700,3200,23,12174,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,11666.666666666666,529,12.54254845357358,3.1780538303479458,2890000,7.438971592395862,6440000,39100,476000000,164.6090534979424,70.83333333333333
26024,0.11887617333161887,0.032306802108782305,1994,379000,1900,2600,32,11844,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,11484.848484848484,1024,12.84529412258351,3.4965075614664802,3610000,7.550135342488429,12128000,60800,720100000,199.3687532877433,57.57575757575758
26025,0.04722257940079722,0.004371865758004372,2012,143000,1200,3950,14,10214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9533.333333333334,196,11.870606902224587,2.70805020110221,1440000,7.0909098220799835,2002000,16800,171600000,119.06744379683597,80.0
26027,0.008936607946508936,0.0038575286100038576,2011,129000,1800,10800,15,8600,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8062.5,225,11.767575435251748,2.772588722239781,3240000,7.496097345175956,1935000,27000,232200000,71.62687395891172,112.5
26028,0.020284171274270284,0.0007393596502507394,2000,150000,1800,3350,26,5769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5555.555555555556,676,11.918397239722838,3.295836866004329,3240000,7.496097345175956,3900000,46800,270000000,83.2870627429206,66.66666666666667
26029,0.06882473961681883,0.030442329947280442,2011,219000,1300,5600,15,14600,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,13687.5,225,12.296831574998258,2.772588722239781,1690000,7.170888478512505,3285000,19500,284700000,168.33205226748655,81.25
26030,0.04323646650379324,0.004178989327504179,2000,189000,2000,1300,26,7269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7000.0,676,12.149507585033072,3.295836866004329,4000000,7.601402334583733,4914000,52000,378000000,94.4527736131934,74.07407407407408
26031,0.10084222707985084,0.013437057991513438,2004,230000,2200,3500,22,10455,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10000.0,484,12.345838935721968,3.1354942159291497,4840000,7.696667081526462,5060000,48400,506000000,104.49795547478419,95.65217391304348
26032,0.10084222707985084,0.021023530924521024,2013,65000,1800,5500,13,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4642.857142857143,169,11.082157933374816,2.6390573296152584,3240000,7.496097345175956,845000,23400,117000000,36.09106052193226,128.57142857142858
26033,0.08303330333033303,0.00025716857400025716,2006,125000,2200,2250,20,6250,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5952.380952380952,400,11.736077016252437,3.044522437723423,4840000,7.696667081526462,2500000,44000,275000000,56.792367105860976,104.76190476190476
26034,0.046001028674296,0.002410955381252411,2008,123000,1800,3300,18,6833,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6473.684210526316,324,11.719947764402807,2.9444389791664403,3240000,7.496097345175956,2214000,32400,221400000,68.2953914491949,94.73684210526316
26036,0.10084222707985084,0.0009643821525009644,2006,45000,1000,2100,20,2250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2142.8571428571427,400,10.714439990727769,3.044522437723423,1000000,6.90875477931522,900000,20000,45000000,44.955044955044954,47.61904761904762
26037,0.046001028674296,0.0025073935965025072,2017,98000,2000,8900,9,10889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9800.0,81,11.49273296168228,2.302585092994046,4000000,7.601402334583733,882000,18000,196000000,48.97551224387806,200.0
26038,0.10084222707985084,0.014722900861514723,2008,165000,1400,3900,18,9167,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8684.21052631579,324,12.013706813470414,2.9444389791664403,1960000,7.244941546337007,2970000,25200,231000000,117.77301927194861,73.6842105263158
26039,0.11887617333161887,0.0011894046547511895,2002,189000,2000,1600,24,7875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7560.0,576,12.149507585033072,3.2188758248682006,4000000,7.601402334583733,4536000,48000,378000000,94.4527736131934,80.0
26040,0.020284171274270284,0.0015108653722515108,2004,230000,1300,2200,22,10455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10000.0,484,12.345838935721968,3.1354942159291497,1690000,7.170888478512505,5060000,28600,299000000,176.7870868562644,56.52173913043478
26041,0.031985341391281986,0.0018323260897518323,2009,125000,1400,2700,17,7353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6944.444444444444,289,11.736077016252437,2.8903717578961645,1960000,7.244941546337007,2125000,23800,175000000,89.22198429693077,77.77777777777777
26042,0.06882473961681883,0.030442329947280442,2014,200000,1300,7000,12,16667,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,15384.615384615385,144,12.206077645517674,2.5649493574615367,1690000,7.170888478512505,2400000,15600,260000000,153.72790161414298,100.0
26043,0.00038575286100038574,6.429214350006429e-05,2009,125000,1600,2200,17,7353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6944.444444444444,289,11.736077016252437,2.8903717578961645,2560000,7.3783837129967145,2125000,27200,200000000,78.07620237351655,88.88888888888889
26044,0.04323646650379324,0.0018966182332518966,2004,145000,1200,1500,22,6591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6304.347826086957,484,11.884495917930655,3.1354942159291497,1440000,7.0909098220799835,3190000,26400,174000000,120.73272273105745,52.17391304347826
26046,0.04162916291629163,0.013662080493763662,2008,132000,2000,5200,18,7333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6947.368421052632,324,11.790564777297387,2.9444389791664403,4000000,7.601402334583733,2376000,36000,264000000,65.96701649175412,105.26315789473684
26047,0.046001028674296,0.008679439372508679,2005,222111,1400,2200,21,10577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10095.954545454546,441,12.31093703813931,3.091042453358316,1960000,7.244941546337007,4664331,29400,310955400,158.5374732334047,63.63636363636363
26048,0.08303330333033303,0.007297158287257298,2015,56000,1500,8700,11,5091,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4666.666666666667,121,10.933124826700707,2.4849066497880004,2250000,7.313886831633462,616000,16500,84000000,37.30846102598268,125.0
