,Make,Model,Year,Distance,Engine_capacity(cm3),Price(euro),Vehicle_age,Distance_per_age,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal,Fuel_type_Diesel,Fuel_type_Hybrid,Fuel_type_Metan/Propan,Fuel_type_Petrol,Fuel_type_Plug-in Hybrid,Transmission_Automatic,Transmission_Manual,Distance_per_year,Vehicle_age_sq,Log_Distance,Log_Vehicle_age,Engine_sq,Log_Engine,Age_x_Distance,Age_x_Engine,Distance_x_Engine,Distance_per_engine,Engine_per_age
2553,0.08303330333033303,0.012504821910762505,2013,238000,1500,7800,13,18308,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,17000.0,169,12.380030154325457,2.6390573296152584,2250000,7.313886831633462,3094000,19500,357000000,158.56095936042638,107.14285714285714
2554,0.04722257940079722,0.01661951909476662,2011,167000,1500,5800,15,11133,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10437.5,225,12.025755079404917,2.772588722239781,2250000,7.313886831633462,2505000,22500,250500000,111.25916055962692,93.75
2555,0.10084222707985084,0.021023530924521024,2014,166000,1798,9600,12,13833,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,12769.23076923077,144,12.019749091416921,2.5649493574615367,3232804,7.4949862339505335,1992000,21576,298468000,92.27348526959422,138.30769230769232
2556,0.04323646650379324,0.017744631606017743,2019,84700,1461,17900,7,12100,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10587.5,49,11.346882686945893,2.0794415416798357,2134521,7.2875606403097235,592900,10227,123746700,57.9343365253078,182.625
2557,0.016137328018516136,0.0006429214350006429,2007,278000,2000,2600,19,14632,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,13900.0,361,12.535379989788607,2.995732273553991,4000000,7.601402334583733,5282000,38000,556000000,138.93053473263367,100.0
2558,0.07191076250482191,0.029895846727529894,2010,220000,2200,13900,16,13750,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12941.176470588236,256,12.301387370778713,2.833213344056216,4840000,7.696667081526462,3520000,35200,484000000,99.95456610631531,129.41176470588235
2559,0.11887617333161887,0.02725986884402726,1997,230000,1600,2299,29,7931,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7666.666666666667,841,12.345838935721968,3.4011973816621555,2560000,7.3783837129967145,6670000,46400,368000000,143.66021236727045,53.333333333333336
2560,0.031985341391281986,0.0018323260897518323,2011,180000,1400,7999,15,12000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11250.0,225,12.100717685412471,2.772588722239781,1960000,7.244941546337007,2700000,21000,252000000,128.4796573875803,87.5
2563,0.06882473961681883,0.006107753632506108,2013,182000,1300,4800,13,14000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13000.0,169,12.111767460549332,2.6390573296152584,1690000,7.170888478512505,2366000,16900,236600000,139.8923904688701,92.85714285714286
2564,0.07191076250482191,0.029895846727529894,1999,275000,2400,4490,27,10185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9821.42857142857,729,12.524530013005734,3.332204510175204,5760000,7.783640596221253,7425000,64800,660000000,114.53561016243232,85.71428571428571
2565,0.04722257940079722,0.008711585444258712,2014,119000,1500,5800,12,9917,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,9153.846153846154,144,11.686887175419702,2.5649493574615367,2250000,7.313886831633462,1428000,18000,178500000,79.28047968021319,115.38461538461539
2566,0.11887617333161887,0.004146843255754147,1998,283000,2000,2500,28,10107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,9758.620689655172,784,12.553205710188037,3.367295829986474,4000000,7.601402334583733,7924000,56000,566000000,141.42928535732133,68.96551724137932
2568,0.05799151343705799,0.020959238781020958,2009,199000,1900,8000,17,11706,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,11055.555555555555,289,12.201065128819632,2.8903717578961645,3610000,7.550135342488429,3383000,32300,378100000,104.68174644923724,105.55555555555556
2569,0.014787193005014788,0.0006107753632506107,2018,132200,1499,16500,8,16525,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14688.888888888889,64,11.792078770667635,2.1972245773362196,2247001,7.313220387090301,1057600,11992,198167800,88.13333333333334,166.55555555555554
2570,0.004982641121254983,0.0026681239552526683,2008,235000,2200,8690,18,13056,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,12368.421052631578,324,12.367345048436391,2.9444389791664403,4840000,7.696667081526462,4230000,39600,517000000,106.76965015901862,115.78947368421052
2571,0.008936607946508936,0.0038575286100038576,2012,231000,1800,8600,14,16500,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15400.0,196,12.35017731849889,2.70805020110221,3240000,7.496097345175956,3234000,25200,415800000,128.26207662409772,120.0
2572,0.015976597659765977,0.002185932879002186,2005,220000,1400,3450,21,10476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10000.0,441,12.301387370778713,3.091042453358316,1960000,7.244941546337007,4620000,29400,308000000,157.03069236259813,63.63636363636363
2573,0.06882473961681883,0.030442329947280442,2000,254000,1600,2300,26,9769,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,9407.407407407407,676,12.445093483000798,3.295836866004329,2560000,7.3783837129967145,6604000,41600,406400000,158.65084322298563,59.25925925925926
2574,0.08303330333033303,0.012504821910762505,2015,146525,1500,9000,11,13320,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,12210.416666666666,121,11.89495816609527,2.4849066497880004,2250000,7.313886831633462,1611775,16500,219787500,97.618254497002,125.0
2575,0.038253825382538256,0.008357978655008359,2014,144000,2200,18500,12,12000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11076.923076923076,144,11.87757552297847,2.5649493574615367,4840000,7.696667081526462,1728000,26400,316800000,65.42480690595184,169.23076923076923
2576,0.05210878230680211,0.02729201491577729,2005,241000,2500,8050,21,11476,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,10954.545454545454,441,12.392556361841777,3.091042453358316,6250000,7.824445930877619,5061000,52500,602500000,96.36145541783287,113.63636363636364
2577,0.08303330333033303,0.0006107753632506107,2013,145000,1500,5500,13,11154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10357.142857142857,169,11.884495917930655,2.6390573296152584,2250000,7.313886831633462,1885000,19500,217500000,96.6022651565623,107.14285714285714
2578,0.06882473961681883,0.006107753632506108,1995,250000,1200,2000,31,8065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7812.5,961,12.429220196836383,3.4657359027997265,1440000,7.0909098220799835,7750000,37200,300000000,208.15986677768527,37.5
2579,0.08303330333033303,0.029670824225279672,2008,201220,1500,3900,18,11179,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10590.526315789473,324,12.212159085518614,2.9444389791664403,2250000,7.313886831633462,3621960,27000,301830000,134.05729513657562,78.94736842105263
2580,0.10084222707985084,0.013437057991513438,2003,240000,1799,4500,23,10435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10000.0,529,12.388398368982115,3.1780538303479458,3236401,7.495541943884256,5520000,41377,431760000,133.33333333333334,74.95833333333333
2581,0.08303330333033303,0.012504821910762505,2017,187581,1461,13499,9,20842,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,18758.1,81,12.141971362123586,2.302585092994046,2134521,7.2875606403097235,1688229,13149,274055841,128.3043775649795,146.1
2604,0.11887617333161887,0.004146843255754147,2002,235000,1900,4490,24,9792,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9400.0,576,12.367345048436391,3.2188758248682006,3610000,7.550135342488429,5640000,45600,446500000,123.61914781693845,76.0
2634,0.04162916291629163,0.011765462260511766,2010,185000,1984,9490,16,11562,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,10882.35294117647,256,12.128116509451258,2.833213344056216,3936256,7.59337419312129,2960000,31744,367040000,93.19899244332494,116.70588235294117
2639,0.04722257940079722,0.0007715057220007715,2016,113000,1500,7990,10,11300,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10272.727272727272,100,11.635151947212842,2.3978952727983707,2250000,7.313886831633462,1130000,15000,169500000,75.28314457028648,136.36363636363637
2641,0.038253825382538256,0.002153786807252154,2012,164000,1600,8990,14,11714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10933.333333333334,196,12.00762780434872,2.70805020110221,2560000,7.3783837129967145,2296000,22400,262400000,102.43597751405372,106.66666666666667
2643,0.05799151343705799,0.014883631220264884,2011,192000,1200,5690,15,12800,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,12000.0,225,12.165255859329688,2.772588722239781,1440000,7.0909098220799835,2880000,18000,230400000,159.8667776852623,75.0
2646,0.04722257940079722,0.010126012601260125,2014,185000,1500,9490,12,15417,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14230.76923076923,144,12.128116509451258,2.5649493574615367,2250000,7.313886831633462,2220000,18000,277500000,123.25116588940706,115.38461538461539
2647,0.08303330333033303,0.011411855471261412,2014,189000,1500,7990,12,15750,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14538.461538461539,144,12.149507585033072,2.5649493574615367,2250000,7.313886831633462,2268000,18000,283500000,125.91605596269154,115.38461538461539
2649,0.04323646650379324,0.017744631606017743,2018,41000,1500,17490,8,5125,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4555.555555555556,64,10.62135173563291,2.1972245773362196,2250000,7.313886831633462,328000,12000,61500000,27.31512325116589,166.66666666666666
2651,0.10084222707985084,0.001960910376751961,2016,99500,2500,18900,10,9950,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,9045.454545454546,100,11.507922973347437,2.3978952727983707,6250000,7.824445930877619,995000,25000,248750000,39.78408636545382,227.27272727272728
2652,0.07191076250482191,0.029895846727529894,2004,285000,2200,7100,22,12955,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12391.304347826086,484,12.560247968016562,3.1354942159291497,4840000,7.696667081526462,6270000,48400,627000000,129.486597001363,95.65217391304348
2653,0.04323646650379324,0.017744631606017743,2016,141300,1500,10950,10,14130,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,12845.454545454546,100,11.85864764578841,2.3978952727983707,2250000,7.313886831633462,1413000,15000,211950000,94.13724183877414,136.36363636363637
2654,0.08303330333033303,0.007297158287257298,2017,144106,1500,12200,9,16012,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14410.6,81,11.878311358184593,2.302585092994046,2250000,7.313886831633462,1296954,13500,216159000,96.0066622251832,150.0
2655,0.08303330333033303,0.007297158287257298,2017,161570,1500,12200,9,17952,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16157.0,81,11.992699953519532,2.302585092994046,2250000,7.313886831633462,1454130,13500,242355000,107.64157228514324,150.0
2656,0.08303330333033303,0.007297158287257298,2016,159160,1600,12300,10,15916,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14469.09090909091,100,11.977671547506802,2.3978952727983707,2560000,7.3783837129967145,1591600,16000,254656000,99.41286695815116,145.45454545454547
2657,0.11887617333161887,0.02725986884402726,1994,132000,2000,1150,32,4125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4000.0,1024,11.790564777297387,3.4965075614664802,4000000,7.601402334583733,4224000,64000,264000000,65.96701649175412,60.60606060606061
2659,0.08303330333033303,0.029670824225279672,2009,190000,1500,4600,17,11176,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10555.555555555555,289,12.154784614286667,2.8903717578961645,2250000,7.313886831633462,3230000,25500,285000000,126.58227848101266,83.33333333333333
2668,0.06882473961681883,0.030442329947280442,1994,15000,1600,6000,32,469,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,454.54545454545456,1024,9.61587214452889,3.4965075614664802,2560000,7.3783837129967145,480000,51200,24000000,9.369144284821987,48.484848484848484
2669,0.05210878230680211,0.02729201491577729,2005,206222,2500,8899,21,9820,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,9373.727272727272,441,12.236713386536675,3.091042453358316,6250000,7.824445930877619,4330662,52500,515555000,82.45581767293083,113.63636363636364
2670,0.04722257940079722,0.01661951909476662,2012,195176,1197,2999,14,13941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,13011.733333333334,196,12.181662118150028,2.70805020110221,1432809,7.088408778675395,2732464,16758,233625672,162.91819699499166,79.8
2671,0.046001028674296,0.0025073935965025072,2017,109200,1500,14590,9,12133,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,10920.0,81,11.600945499760169,2.302585092994046,2250000,7.313886831633462,982800,13500,163800000,72.75149900066623,150.0
2672,0.07191076250482191,0.029895846727529894,2006,217000,1796,7390,20,10850,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10333.333333333334,400,12.28765724080691,3.044522437723423,3225616,7.493873886783559,4340000,35920,389732000,120.75681691708402,85.52380952380952
2673,0.05799151343705799,0.014883631220264884,2010,248000,1798,7950,16,15500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,14588.235294117647,256,12.421188057397055,2.833213344056216,3232804,7.4949862339505335,3968000,28768,445904000,137.85436353529738,105.76470588235294
2674,0.06882473961681883,0.030442329947280442,2003,251000,1600,2700,23,10913,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10458.333333333334,529,12.433212202169729,3.1780538303479458,2560000,7.3783837129967145,5773000,36800,401600000,156.77701436602123,66.66666666666667
2675,0.10084222707985084,0.0047897646907547895,2007,132000,2400,5399,19,6947,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6600.0,361,11.790564777297387,2.995732273553991,5760000,7.783640596221253,2508000,45600,316800000,54.977092877967515,120.0
2676,0.11887617333161887,0.032306802108782305,1994,260000,1800,1500,32,8125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7878.787878787879,1024,12.468440756144114,3.4965075614664802,3240000,7.496097345175956,8320000,57600,468000000,144.36424208772905,54.54545454545455
2677,0.05799151343705799,0.020959238781020958,2011,158000,1400,6650,15,10533,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,9875.0,225,11.970356641102999,2.772588722239781,1960000,7.244941546337007,2370000,21000,221200000,112.77658815132048,87.5
2678,0.020284171274270284,0.006975697569756975,2013,180000,2000,12800,13,13846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12857.142857142857,169,12.100717685412471,2.6390573296152584,4000000,7.601402334583733,2340000,26000,360000000,89.95502248875562,142.85714285714286
2679,0.020284171274270284,0.006975697569756975,2013,84000,2000,10990,13,6462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6000.0,169,11.338583982516495,2.6390573296152584,4000000,7.601402334583733,1092000,26000,168000000,41.97901049475262,142.85714285714286
2681,0.04162916291629163,0.013662080493763662,2009,190000,2000,7500,17,11176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,10555.555555555555,289,12.154784614286667,2.8903717578961645,4000000,7.601402334583733,3230000,34000,380000000,94.95252373813094,111.11111111111111
2682,0.016362350520766362,0.00038575286100038574,2008,150000,1500,2000,18,8333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7894.736842105263,324,11.918397239722838,2.9444389791664403,2250000,7.313886831633462,2700000,27000,225000000,99.93337774816789,78.94736842105263
2683,0.11887617333161887,0.008197248296258198,2012,170000,1400,7999,14,12143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11333.333333333334,196,12.04355959836804,2.70805020110221,1960000,7.244941546337007,2380000,19600,238000000,121.34189864382584,93.33333333333333
2684,0.08303330333033303,0.011411855471261412,2017,148000,1500,10700,9,16444,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14800.0,81,11.904974309480183,2.302585092994046,2250000,7.313886831633462,1332000,13500,222000000,98.60093271152564,150.0
2685,0.11887617333161887,0.008454416870258455,2012,201000,1600,5650,14,14357,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,13400.0,196,12.211065162153215,2.70805020110221,2560000,7.3783837129967145,2814000,22400,321600000,125.54653341661462,106.66666666666667
2686,0.00703998971325704,0.00025716857400025716,2002,224000,1900,1550,24,9333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,8960.0,576,12.319405795112926,3.2188758248682006,3610000,7.550135342488429,5376000,45600,425600000,117.83271962125197,76.0
2687,0.038253825382538256,0.008357978655008359,2016,113445,2199,21500,10,11344,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10313.181818181818,100,11.639082231763586,2.3978952727983707,4835601,7.696212639346407,1134450,21990,249465555,51.56590909090909,199.9090909090909
2688,0.04323646650379324,0.00019287643050019287,2010,95000,2400,8999,16,5938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5588.235294117647,256,11.461642696843066,2.833213344056216,5760000,7.783640596221253,1520000,38400,228000000,39.566847147022074,141.1764705882353
2689,0.08303330333033303,0.011411855471261412,2005,178000,1500,3050,21,8476,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,8090.909090909091,441,12.08954444723597,3.091042453358316,2250000,7.313886831633462,3738000,31500,267000000,118.58760826115923,68.18181818181819
2691,0.05799151343705799,0.020959238781020958,2009,186200,1800,5900,17,10953,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10344.444444444445,289,12.134582014379962,2.8903717578961645,3240000,7.496097345175956,3165400,30600,335160000,103.3870072182121,100.0
2693,0.031985341391281986,0.013662080493763662,2009,210000,2000,10200,17,12353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11666.666666666666,289,12.25486757159303,2.8903717578961645,4000000,7.601402334583733,3570000,34000,420000000,104.94752623688156,111.11111111111111
2694,0.05799151343705799,0.020959238781020958,2009,190000,1400,6350,17,11176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10555.555555555555,289,12.154784614286667,2.8903717578961645,1960000,7.244941546337007,3230000,23800,266000000,135.61741613133475,77.77777777777777
2695,0.08303330333033303,0.012504821910762505,2010,260000,1500,5500,16,16250,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,15294.117647058823,256,12.468440756144114,2.833213344056216,2250000,7.313886831633462,4160000,24000,390000000,173.217854763491,88.23529411764706
2696,0.10084222707985084,0.013437057991513438,2000,285300,2000,2250,26,10973,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,10566.666666666666,676,12.561300042277818,3.295836866004329,4000000,7.601402334583733,7417800,52000,570600000,142.57871064467767,74.07407407407408
2697,0.001317988941751318,0.0012215507265012214,2013,167000,2000,12900,13,12846,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,11928.57142857143,169,12.025755079404917,2.6390573296152584,4000000,7.601402334583733,2171000,26000,334000000,83.45827086456772,142.85714285714286
2700,0.031985341391281986,0.006847113282756847,1995,230646,1600,1300,31,7440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7207.6875,961,12.34864368218124,3.4657359027997265,2560000,7.3783837129967145,7150026,49600,369033600,144.0637101811368,50.0
2701,0.11887617333161887,0.004757618619004758,2018,38800,2000,16300,8,4850,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4311.111111111111,64,10.566201298475118,2.1972245773362196,4000000,7.601402334583733,310400,16000,77600000,19.39030484757621,222.22222222222223
2702,0.10084222707985084,0.013437057991513438,2004,189000,2000,2100,22,8591,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,8217.391304347826,484,12.149507585033072,3.1354942159291497,4000000,7.601402334583733,4158000,44000,378000000,94.4527736131934,86.95652173913044
2703,0.04722257940079722,0.01661951909476662,2007,400000,1400,1399,19,21053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,20000.0,361,12.899222326086994,2.995732273553991,1960000,7.244941546337007,7600000,26600,560000000,285.5103497501784,70.0
2704,0.0009965282242509965,0.0004821910762504822,2003,182553,900,1999,23,7937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7606.375,529,12.114801298648707,3.1780538303479458,810000,6.803505257608338,4198719,20700,164297700,202.61154273029967,37.5
2706,0.0022823710942522822,0.00045004500450045,2007,252000,2000,4499,19,13263,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,12600.0,361,12.437188334739655,2.995732273553991,4000000,7.601402334583733,4788000,38000,504000000,125.93703148425787,100.0
2707,0.06882473961681883,0.008229394368008229,2002,245000,2000,1200,24,10208,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9800.0,576,12.409017571151187,3.2188758248682006,4000000,7.601402334583733,5880000,48000,490000000,122.43878060969516,80.0
2708,0.04722257940079722,0.0013822810852513823,2014,96000,1600,5199,12,8000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7384.615384615385,144,11.472113887062386,2.5649493574615367,2560000,7.3783837129967145,1152000,19200,153600000,59.96252342286071,123.07692307692308
2709,0.046001028674296,0.005561270412755562,2006,360000,2200,4199,20,18000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,17142.85714285714,400,12.793862088206213,3.044522437723423,4840000,7.696667081526462,7200000,44000,792000000,163.56201726487961,104.76190476190476
2710,0.021087823068021087,0.001993056448501993,2008,170000,1400,4499,18,9444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8947.368421052632,324,12.04355959836804,2.9444389791664403,1960000,7.244941546337007,3060000,25200,238000000,121.34189864382584,73.6842105263158
2711,0.05799151343705799,0.014883631220264884,2011,198255,1200,4850,15,13217,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12390.9375,225,12.197314403856273,2.772588722239781,1440000,7.0909098220799835,2973825,18000,237906000,165.07493755203996,75.0
